Airport name,IATA code,ICAO code
"New London-Groton Airport, CT",GON,KGON
"New Orleans International Airport, LA",MSY,KMSY
"New Orleans Municipal Airport, LA",NEW,KNEW
"New Orleans NAS/Alvin Callendar, LA",NBG,KNBG
"New Orleans-Lakefront Airport, LA",NEW,KNEW
"New Orleans-Moisant Field, LA",MSY,KMSY
"New Smyrna Beach Municipal Airport, FL",,KEVB
"New York (unknown airport), NY",,
"New York Municipal Airport-LaGuardia Field, NY",LGA,KLGA
"New York-Floyd Bennett Field, NY",NOP,KNOP
"New York-Idlewild International Airport, NY",IDL,KIDL
"New York-John F. Kennedy International Airport, NY",JFK,KJFK
"New York-La Guardia Airport, NY",LGA,KLGA
"New York-Marine Air Terminal, NY",QNY,
"New York-North Beach Airport, NY",LGA,KLGA
"Newark Airport, NJ",EWR,KEWR
"Newark International Airport, NJ",EWR,KEWR
"Newark-Liberty International Airport, NJ",EWR,KEWR
"Newburgh-Stewart Air Force Base, NY",SWF,KSWF
"Newburgh-Stewart Airport, NY",SWF,KSWF
"Newport News/Williamsburg International Airport, VA",PHF,KPHF
"Newtok Airport, AK",WWT,PAEW
"Newton City-County Airport, KS",EWK,KEWK
"Newton Municipal Airport, IA",TNU,KTNU
"Niagara Falls International Airport, NY",IAG,KIAG
"Nightmute Airport, AK",NME,PAGT
"Nikabuna Lake, AK",,
"Nikolai Airport, AK",NIB,PAFS
"Nikolski Air Force Station, AK",IKO,PAKO
"Nixon Fork Mine, AK",,
"Nome Airport, AK",OME,PAOM
"Nondalton Airport, AK",NNL,PANO
"Noorvik-Curtis Memorial Airport, AK",ORV,PFNO
"Norfolk International Airport, VA",ORF,KORF
"Norfolk Municipal Airport, VA",ORF,KORF
"Norfolk NAS Chambers, VA",NGU,KNGU
"Norfolk-Stefan Field, NE",OFK,KOFK
"North Adams-Harriman-and-West Airport, MA",,KAQW
"North Little Rock Municipal Airport, AR",,KORK
"North Platte-Lee Bird Field, NE",LBF,KLBF
"Novato Airport, CA",NOT,KDVO
"Novato-Hamilton AFB, CA",,
"Novato-Hamilton Army Air Field, CA",,
"Nuiqsut Airport, AK",NUI,PAQT
"Nunapitchuk Airport, AK",NUP,
"Nushagak River-sport fishing camp, AK",,
"Oahu-Dillingham Airfield, HI",HDH,PHDH
"Oak Harbor Airport, WA",ODW,KOKH
"Oakdale Airport, CA",ODC,
"Oakland International Airport, CA",OAK,KOAK
"Oakland Municipal Airport, CA",OAK,KOAK
"Oakland NAS, CA",OAK,KOAK
"Ocala-Taylor Field, FL",OCF,KOCF
"Oceana NAS, VA",NTU,KNTU
"Ogden (unknown airport), UT",,
"Ogden-Hill AAF, UT",HIF,KHIF
"Ogden-Hill AFB, UT",HIF,KHIF
"Ogdensburg Airport, NY",OGS,KOGS
"Okeechobee County Airport, FL",OBE,KOBE
"Oklahoma City (unknown airport), OK",,
"Oklahoma City Municipal Air Terminal, OK",OKC,KOKC
"Oklahoma City-Sundance Airpark, OK",HSD,KHSD
"Oklahoma City-Tinker AFB, OK",TIK,KTIK
"Oklahoma City-Tinker Field, OK",TIK,KTIK
"Oklahoma City-Wiley Post Airport, OK",PWA,KPWA
"Oklahoma City-Will Rogers Airport, OK",OKC,KOKC
"Olathe NAS, KS",JCI,KIXD
"Olathe-Johnson County Industrial Airport, KS",JCI,KIXD
"Olathe-New Century AirCenter, KS",JCI,KIXD
"Old Bridge Airport, NJ",,
"Old Harbor Airport, AK",OLH,
"Omaha-Eppley Airfield, NE",OMA,KOMA
"Oneonta Municipal Airport, NY",,
"Oneonta Municipal Airport, NY",ONH,
"Ontario International Airport, CA",ONT,KONT
"Opa-locka Airport, FL",OPF,KOPF
"Opa-locka Executive Airport, FL",OPF,KOPF
"Orlando AAB, FL",ORL,KORL
"Orlando Apopka Airport, FL",,
"Orlando Executive Airport, FL",ORL,KORL
"Orlando International Airport, FL",MCO,KMCO
"Orlando Sanford International Airport, FL",SFB,KSFB
"Orlando-Central Florida Regional Airport, FL",SFB,KSFB
"Orlando-Municipal Airport, FL",ORL,KORL
"Oroville Airport, CA",OVE,KOVE
"Osage Beach Airport, MO",OSB,
"Oscoda Wurtsmith Airport, MI",,KOSC
"Oscoda-Wurtsmith AFB, MI",OSC,
"Oshkosh-Wittman Field, WI",OSH,KOSH
"Owatonna Airport, MN",OWA,KOWA
"Owensboro-Daviess County Airport, KY",OWB,KOWB
"Ox Ranch Airport ,TX",,
"Oxford-University Airport, MS",UOX,KUOX
"Oxford-Waterbury Airport, CT",OXC,KOXC
"Oxnard Airport, CA",OXR,KOXR
"Page Airport, AZ",PGA,KPGA
"Paisano Ranch, TX",,
"Palm Beach AFB, FL",PBI,KPBI
"Palm Beach-Palm Beach County Airport, FL",LNA,KLNA
"Palm Springs International Airport, CA",PSP,KPSP
"Palm Springs Municipal Airport, CA",PSP,KPSP
"Palmdale AFB, CA",PMD,KPMD
"Palmdale Airport, CA",PMD,KPMD
"Palmer Municipal Airport, AK",PAQ,PAAQ
"Palmer-Wolf Lake Airport, AK",,
"Panama City-Bay County International Airport, FL",PFN,KPFN
"Panama City-Northwest Florida Beaches International Airport, FL",ECP,KECP
"Parker Airport, AZ",,
"Parkersburg-Wood County Airport, WV",PKB,KPKB
"Pasco-Tri-Cities Airport, WA",PSC,KPSC
"Paso Robles Airport, CA",PRB,KPRB
"Patuxent River NAS, MD",NHK,KNHK
"Pawhuska Municipal Airport, OK",,
"Peach Springs Airport, AZ",PGS,
"Pearl Harbor NAS, HI",,
"Peconic Bay, NY",,
"Pecos City Airport, TX",PEQ,KPEQ
"Pellston Regional Airport, MI",PLN,KPLN
"Pellston-Emmet County Airport, MI",PLN,KPLN
"Pensacola NAS, FL",NPA,KNPA
"Pensacola Regional Airport, FL",PNS,KPNS
"Peoria-Greater Peoria Airport, IL",PIA,KPIA
"Pepperell Airport, MA",,
"Perris Valley Airport, CA",,
"Perryville Airport, AK",KPV,PAPE
"Perryville Municipal Airport, MO",,
"Peru-Grissom AFB, IN",GUS,KGUS
"Petersburg Municipal Airport, AK",PSG,PAPG
"Philadelphia International Airport, PA",PHL,KPHL
"Philadelphia-North Philadelphia Airport, PA",PNE,KPNE
"Philadelphia-Wings Field Airport, PA",,KLOM
"Philipsburg-Mid-State Airport, PA",PSB,KPSB
"Phoenix (unknown airport), AZ",,
"Phoenix-Deer Valley Airport, AZ",DVT,KDVT
"Phoenix-Luke AFB, AZ",LUF,KLUF
"Phoenix-Mesa Gateway Airport, AZ",AZA,KIWA
"Phoenix-Scottsdale Municipal Airport, AZ",SCF,KSDL
"Phoenix-Sky Harbor International Airport, AZ",PHX,KPHX
"Pierre AAB, SD",PIR,KPIR
"Pierre Airport, SD",PIR,KPIR
"Pilot Point Airport, AK",PIP,PAPN
"Pingo Airstrip, AK",,
"Piqua Airport, OH",,
"Pittsburgh (unknown airport), PA",,
"Pittsburgh International Airport, PA",PIT,KPIT
"Pittsburgh-Allegheny County Airport, PA",AGC,KAGC
"Pittsburgh-Greater Pittsburgh Airport, PA",PIT,KPIT
"Pittsburgh-Greater Pittsburgh International Airport, PA",PIT,KPIT
"Pittsfield Airport, MA",PSF,KPSF
"Plainville-Robertson Airport, CT",,
"Plant City-Blackwater Creek Ultralight Flightpark, FL",,
"Platinum Airport, AK",PTU,PAPM
"Plattsburgh AFB, NY",PBG,KPBG
"Plattsburgh-Clinton County Airport, NY",PLB,KPLB
"Pocatello Airport, ID",PIH,KPIH
"Point Hope Airport, AK",PHO,PAPO
"Point Lay-Dew Station Airport, AK",PIZ,PPIZ
"Polson Airport, MT",,
"Ponca City Airport, OK",PNC,KPNC
"Pontiac Airport, MI",PTK,KPTK
"Pontiac-Oakland County International Airport, MI",PTK,KPTK
"Port Alsworth Airport, AK",PTA,
"Port Angeles Coast Guard Air Station, WA",,KNOW
"Port Aransas-Mustang Beach Airport, TX",,KRAS
"Port Clinton Airport, OH",PCW,KPCW
"Port Heiden Airport, AK",PTH,PAPH
"Port Hueneme-Point Mugu NAS, CA",NTD,KNTD
"Port Mayaca, FL",,
"Port Washington Seaplane Base, NY",,
"Porterville Airport, CA",PTV,KPTV
"Portland Airport, ME",PWM,KPWM
"Portland International Airport, OR",PDX,KPDX
"Portland International Jetport, ME",PWM,KPWM
"Portland-Hillsboro Airport, OR",HIO,KHIO
"Portsmouth International Airport at Pease, NH",PSM,KPSM
"Portsmouth Regional Airport, OH",PMH,KPMH
"Portsmouth-Pease AFB, NH",PSM,KPSM
"Pottstown/Limerick Airport, PA",PTW,
"Poughkeepsie-Dutchess County Airport, NY",POU,KPOU
"Prescott Airport, AZ",PRC,KPRC
"Presque Isle AAF, ME",PQI,KPQI
"Presque Isle Municipal Airport, ME",PQI,KPQI
"Presque Isle-Northern Maine Regional Airport, ME",PQI,KPQI
"Price-Carbon County Airport, UT",PUC,KPUC
"Prospect Creek Airport, AK",PPC,PAPR
"Providence Airport, RI",PVD,KPVD
"Providence-Theodore Francis Greene State Airport, RI",PVD,KPVD
"Provincetown Airport, MA",PVC,KPVC
"Provo Airport, UT",PVU,KPVU
"Prudhoe Bay Airport, AK",PUO,
"Prudhoe Bay/Deadhorse Airport, AK",SCC,PASC
"Pueblo Memorial Airport, CO",PUB,KPUB
"Punta Gorda-Charlotte County Airport, FL",PGD,KPGD
"Put-in-Bay Airport, OH",,
"Quantico MCAF /Turner field, VA",,KNYG
"Quincy Municipal Airport, IL",UIN,KUIN
"Quinhagak Airport, AK",KWN,PAQH
"Quonset Point NAS, RI",NCO,KOQU
"Racine-Horlick Airport, WI",RAC,KRAC
"Raleigh/Durham AAF, NC",RDU,KRDU
"Raleigh/Durham Airport, NC",RDU,KRDU
"Raleigh/Durham International Airport, NC",RDU,KRDU
"Ramona Airport, CA",,KRNM
"Rancho Murieta, CA",,KRIU
"Rangeley Municipal Airport, ME",,
"Rantoul-Chanute AFB, IL",,KTIP
"Rapid City Regional Airport, SD",RAP,KRAP
"Rapid City-Ellsworth AFB, SD",RCA,KRCA
"Rawlins Airport, WY",RWL,KRWL
"Reading Municipal Airport/Spaatz Field, PA",RDG,KRDG
"Red Devil Airport, AK",RDV,
"Red Dog Airport, AK",RDB,PADG
"Red Wing Regional Airport, MN",,KRGK
"Redding Airport, CA",RDD,KRDD
"Redmond-Roberts Field, OR",RDM,KRDM
"Reno AAB, NV",,
"Reno-Cannon International Airport, NV",RNO,KRNO
"Reno-Stead AFB, NV",,KRTS
"Reno-Stead Airport, NV",,KRTS
"Reno/Tahoe International Airport, NV",RNO,KRNO
"Rhinelander-Oneida County Airport, WI",RHI,KRHI
"Riceboro-Harvest Lake, GA",,
"Richards-Gebaur AFB, MO",,
"Richfield Municipal Airport, UT",,KRIF
"Richfield-Reynolds Airport, UT",RIF,
"Richland Airport, WA",RLD,
"Richmond Army Air Base, VA",RIC,KRIC
"Richmond International Airport (Byrd Field), VA",RIC,KRIC
"Richmond Municipal Airport, IN",RID,KRID
"Richmond-Chesterfield County Airport, VA",,KFCI
"Ridgeland Airport, SC",,
"Rifle-Garfield County Airport, CO",RIL,
"Rittman-Hilty Field, OH",,
"Riverside-March AFB, CA",RIV,KRIV
"Roanoke Municipal Airport, VA",ROA,KROA
"Roanoke-Blacksburg Regional Airport, VA",ROA,KROA
"Rochester International Airport, MN",RST,KRST
"Rochester Municipal Airport, MN",RST,KRST
"Rochester-Monroe County Airport, NY",ROC,KROC
"Rock Hill Airport, SC",RKH,KUZA
"Rock Springs-Sweetwater County Airport, WY",RKS,KRKS
"Rockford (unknown airport), IL",,
"Rockford-Greater Rockford Airport, IL",RFD,KRFD
"Rockland-Knox County Regional Airport, ME",RKD,KRKD
"Rockwood Municipal Airport, TN",RKW,KRKW
"Rocky Mount-Wilson Airport, NC",RWI,KRWI
"Rogers Municipal Airport-Carter Field, AR",ROG,KROG
"Rome-Griffiss AFB, NY",RME,KRME
"Rome-Richard B Russell Airport, GA",RMG,KRMG
"Romeo State Airport, MI",,
"Roseburg Municipal Airport, OR",RBG,KRBG
"Roswell International Air Center Airport, NM",ROW,KROW
"Roswell-Industrial Airport, NM",ROW,KROW
"Roswell-Walker AFB, NM",,
"Roxboro/Person County Airport, NC",TDF,
"Ruby Airport, AK",RBY,PARY
"Rudyerd Bay, AK",,
"Ruidoso Municipal Airport, NM",RUI,KSRR
"Russian Mission Airport, AK",RSH,PARS
"Rutherford Ranch, TX",,
"Rutland Airport, VT",RUT,KRUT
"Sacramento (unknown airport), CA",,
"Sacramento International Airport, CA",SMF,KSMF
"Sacramento Metropolitan Airport, CA",SMF,KSMF
"Sacramento-Executive Airport, CA",SAC,KSAC
"Sacramento-Mather AFB, CA",MHR,KMHR
"Sacramento-Mather Airport, CA",MHR,KMHR
"Sacramento-McClellan AFB, CA",MCC,KMCC
"Sacramento-McClellan Airfield, CA",MCC,KMCC
"Safford Airport, AZ",SAD,KSAD
"Sagwon Airport, AK",SAG,
"Saint George Municipal Airport, UT",SGU,KSGU
"Saint Johns Municipal Airport, AZ",SJN,KSJN
"Saint Joseph-Rosecrans AAF, MO",STJ,KSTJ
"Saint Joseph-Rosecrans Memorial Airport, MO",STJ,KSTJ
"Saint Louis (unknown airport), MO",,
"Saint Louis-Bi-State Parks Airport, MO",CPS,KCPS
"Saint Louis-Lambert International Airport, MO",STL,KSTL
"Saint Louis-Lambert Municipal Airport, MO",STL,KSTL
"Saint Louis-Spirit of St. Louis Airport, MO",SUS,KSUS
"Saint Mary's Airport, AK",KSM,PASM
"Saint Paul Island Airport, AK",SNP,PASN
"Saint Petersburg (unknown airport), FL",,
"Salina Airport, KS",SLN,KSLN
"Salmon Airport, ID",SMN,KSMN
"Salmon-Lemhi County Airport, ID",SMN,KSMN
"Salt Lake City International Airport, UT",SLC,KSLC
"Salt Lake City Municipal Airport, UT",SLC,KSLC
"San Angelo-Ducote Airpark, TX",,
"San Angelo-Goodfellow AFB, TX",GOF,
"San Angelo-Mathis Field, TX",SJT,KSJT
"San Antonio (unknown airport), TX",,
"San Antonio International Airport, TX",SAT,KSAT
"San Antonio-Brooks Field, TX",,
"San Antonio-Kelly AFB, TX",SKF,KSKF
"San Antonio-Lackland AFB, TX",SKF,KSKF
"San Antonio-Randolph AFB, TX",RND,KRND
"San Bernardino International Airport, CA",SBD,KSBD
"San Bernardino-Norton AFB, CA",SBD,KSBD
"San Carlos Airport, CA",SQL,KSQL
"San Diego (unknown airport), CA",,
"San Diego Airport, CA",SAN,KSAN
"San Diego International Airport, CA",SAN,KSAN
"San Diego-Brown Field Municipal Airport, CA",SDM,KSDM
"San Diego-Gillespie Field, CA",SEE,KSEE
"San Diego-Miramar NAS, CA",NKX,KNKX
"San Diego-Montgomery Field, CA",MYF,KMYF
"San Diego-North Island NAS, CA",NZY,KNZY
"San Francisco International Airport, CA",SFO,KSFO
"San Francisco Municipal Airport, CA",SFO,KSFO
"San Francisco/Presidio-Crissy Field, CA",,
"San Jose Municipal Airport, CA",SJC,KSJC
San Jose-Norman Y. Mineta International Airport,SJC,KSJC
"San Luis Obispo-County Airport, CA",SBP,KSBP
"San Marcos Regional Airport, TX",,KHYI
"San Pedro-Catalina SPB, CA",SPQ,
"San Rafael-Hamilton Field, CA",SRF,
"Sand Point Municipal Airport, AK",SDP,PASD
"Sandersville-Kaolin Field Airport, GA",,KOKZ
"Sanford-Lee County Regional Airport, NC",,KTTA
"Santa Ana-El Toro MCAS, CA",NZJ,KNZJ
"Santa Ana-John Wayne International Airport, CA",SNA,KSNA
"Santa Ana-Orange County Airport, CA",SNA,KSNA
"Santa Barbara Municipal Airport, CA",SBA,KSBA
"Santa Fe Airport, NM",SAF,KSAF
"Santa Maria Airport, CA",,KSMX
"Santa Maria Public Airport, CA",SMX,KSMX
"Santa Monica Airport, CA",SMO,KSMO
"Santa Monica-Clover Field, CA",SMO,KSMO
"Santa Paula Airport, CA",SZP,
"Santa Rosa-Sonoma County Airport, CA",STS,KSTS
"Saranac Lake-Adirondack Airport, NY",SLK,KSLK
"Sarasota AAF, FL",SRQ,KSRQ
"Sarasota-Bradenton Airport, FL",SRQ,KSRQ
"Sarasota-Bradenton International Airport, FL",SRQ,KSRQ
"Saratoga Springs-Saratoga County Airport, NY",,
"Sault Ste Marie Municipal-Sanderson Airport, MI",SSM,KANJ
"Savannah International Airport, GA",SAV,KSAV
"Savannah-Hunter AFB, GA",SVN,KSVN
"Savannah/Hilton Head International Airport, GA",SAV,KSAV
"Savoonga Airport, AK",SVA,PASA
"Scammon Bay SPB, AK",SCM,PACM
"Schenectady-County Airport, NY",SCH,KSCH
"Scott City Municipal Airport, KS",,KTQK
"Scottsbluff County Airport, NE",BFF,KBFF
"Scottsbluff-Western Nebraska Regional Airport/William B. Heilig Field, NE",BFF,KBFF
"Scottsdale Airport, AZ",SCF,KSDL
"Seattle (unknown airport), WA",,
"Seattle NAS, WA",,
"Seattle-Boeing Field International Airport, WA",BFI,KBFI
"Seattle/Tacoma International Airport, WA",SEA,KSEA
"Sebastian Municipal Airport, FL",,
"Sebring Air Terminal, FL",SEF,KSEF
"Sedalia Airport, MO",DMO,KDMO
"Sedalia Army Air Field, MO",SZL,KSZL
"Sedona Airport, AZ",SDX,KSEZ
"Selawik Airport, AK",WLK,PASK
"Selma-Craig AFB, AL",SEM,KSEM
"Selway Lodge Airstrip, ID",,
"Shafter-Minter Field, CA",MIT,KMIT
"Shageluk Airport, AK",SHX,PAHX
"Shawnee Municipal Airport, OK",SNL,KSNL
"Sheboygan Memorial Airport, WI",SBM,KSBM
"Shelter Cove Airport, CA",,
"Shelton-Sanderson Field, WA",SHN,KSHN
"Shemya AFB, AK",SYA,PASY
"Sheridan Airport, WY",SHR,KSHR
"Shishmaref Airport, AK",SHH,PASH
"Shreveport Regional Airport, LA",SHV,KSHV
"Shreveport-Barksdale AFB, LA",BAD,KBAD
"Shreveport-Greater Shreveport Municipal Airport, LA",SHV,KSHV
"Shungnak Airport, AK",SHG,PAGH
"Sidney-Richland Municipal Airport, MT",SDY,KSDY
"Silver City-Grant County Airport, NM",SVC,KSVC
"Silvertip Lodge, AK",,
"Sioux City AAB, IA",SUX,KSUX
"Sioux City-Municipal Airport, IA",SUX,KSUX
"Sioux Falls Regional Airport (Jo Foss Field), SD",FSD,KFSD
"Sioux Gateway Airport, IA",SUX,KSUX
"Sitka Airport, AK",SIT,PASI
"Skagway Municipal Airport, AK",SGY,PAGY
"Slate Creek, AK",,
"Slidell Airport, LA",,KASD
"Smithfield-North Central Airport, RI",SFZ,KSFZ
"Smyrna-Sewart AFB, TN",MQY,KMQY
"Soldotna Airport, AK",SXQ,PASX
"Somerset-Lake Cumberland Regional Airport, KY",SME,KSME
"South Bend Regional, IN",SBN,KSBN
"Southbay, FL",,
"Southern Pines-Pinehurst Airport, NC",SOP,KSOP
"Spanish Fork-Springville Airport, UT",,
"Sparrevohn Air Force Station, AK",SVW,PASV
"Sparta-White County Airport, TN",,KSRB
"Spartanburg Downtown Memorial Airport, SC",SPA,KSPA
"Spokane International Airport, WA",GEG,KGEG
"Spokane-Fairchild AFB, WA",SKA,KSKA
"Spokane-Felts Field, WA",SFF,KSFF
"Spokane-Geiger Field, WA",GEG,KGEG
"Spotted Bear airstrip, MT",,
"Springfield Airport, OH",SGH,KSGH
"Springfield Municipal Airport, MO",SGF,KSGF
"Springfield Robertson County Airport, TN",,
"Springfield-Abraham Lincoln Capital Airport, IL",SPI,KSPI
"Springfield-Branson National Airport, MO",SGF,KSGF
"Springfield-Capital Airport, IL",SPI,KSPI
"Springfield-Westover AFB, MA",CEF,KCEF
"Springfield-Westover Metro Airport, MA",CEF,KCEF
"St. Augustine Airport, FL",UST,KSGJ
"St. Catherine's Island, GA",,
"St. George Island Airport, AK",STG,PAPB
"St. Louis Regional Airport, IL",ALN,KALN
"St. Mary's, AK",,PASM
"St. Paul Downtown Airport, MN",STP,KSTP
"St. Petersburg International Airport, FL",PIE,KPIE
"St. Petersburg-Albert Whitted Airport, FL",SPG,KSPG
"St. Petersburg-Clearwater International Airport, FL",PIE,KPIE
"St. Petersburg-Pinellas International Airport, FL",PIE,KPIE
"Stanley Airport, ID",,
"Star-Snake River Skydiving Airport, ID",,
"State College-University Park Airport, PA",SCE,KUNV
"Statesville Municipal Airport, NC",SVH,KSVH
"Staunton-Shenandoah Valley Airport, VA",SHD,KSHD
"Steamboat Bay Seaplane Base, AK",WSB,
"Steamboat Springs Airport, CO",SBS,KSBS
"Stebbins Airport, AK",WBB,
"Stevens Point Airport, WI",STE,KSTE
"Stillwater Regional Airport, OK",SWO,KSWO
"Stockton Airport, CA",SCK,KSCK
"Stratford, CT",,
"Stuart-Witham Field, FL",SUA,KSUA
"Stuttgart Airport, AR",SGT,KSGT
"Sullivan Regional Airport, MO",,KUUV
"Summersville Airport, WV",,KSXL
"Sumter-Shaw AFB, SC",SSC,KSSC
"Swikshak River, AK",,
"Syracuse AAF, NY",SYR,KSYR
"Syracuse-Hancock Airport, NY",SYR,KSYR
"Syracuse-Hancock International Airport, NY",SYR,KSYR
"Tacoma-McChord AFB, WA",TCM,KTCM
"Taku Lodge-Taku SPB, AK",TKL,
"Talkeetna Airport, AK",TKA,PATK
"Tallahassee Municipal Airport, FL",TLH,KTLH
"Tampa (unknown airport), FL",,
"Tampa International Airport, FL",TPA,KTPA
"Tampa-MacDill AFB, FL",MCF,KMCF
"Tampa-Peter O. Knight Airport, FL",TPF,KTPF
"Tanunak, AK",,
"Taos Airport, NM",TSM,KSKX
"Telluride Airport, CO",TEX,KTEX
"Telluride Regional Airport, CO",TEX,KTEX
"Terre Haute-Hulman Field, IN",HUF,KHUF
"Teterboro Airport, NJ",TEB,KTEB
"Texarkana Municipal Airport, AR",TXK,KTXK
"Thermal Airport, CA",TRM,KTRM
"Thomson-McDuffie County Airport, GA",,KHQU
"Tin City Airport, AK",TNC,PATC
"Titusville-Space Center Executive Airport, FL",TIX,KTIX
"Tobin Creek Airstrip, AK",,
"Togiak Village Airport, AK",TOG,PATG
"Toksook Bay Airport, AK",OOK,PAOO
"Toledo (unknown airport), OH",,
"Toledo-Express Airport, OH",TOL,KTOL
"Tonopah Airport, NV",TPH,KTPH
"Tonopah-Test Range Airport, NV",XSD,KTNX
"Topeka-Forbes AFB, KS",FOE,KFOE
"Topeka-Philip Billard Airport, KS",TOP,KTOP
"Traverse City Airport, MI",TVC,KTVC
"Traverse City-Cherry Capital Airport, MI",TVC,KTVC
"Trenton-Mercer County Airport, NJ",TTN,KTTN
"Troutdale Airport, OR",TTD,KTTD
"Troy Airport, NY",,
"Troy Municipal Airport, AL",TOI,KTOI
"Truckee Airport, CA",TKF,KTRK
"Tucson (unknown airport), AZ",,
"Tucson International Airport, AZ",TUS,KTUS
"Tucson Municipal Airport, AZ",TUS,KTUS
"Tucson-Davis Monthan AFB, AZ",DMA,KDMA
"Tucumcari Airport, NM",TCC,KTCC
"Tullahoma-Northern Airport, TN",THA,KTHA
"Tulsa (unknown airport), OK",,
"Tulsa International Airport, OK",TUL,KTUL
"Tulsa Municipal Airport, OK",TUL,KTUL
"Tulsa-Richard Lloyd Jones Jr. Airport, OK",RVS,KRVS
"Tupelo-Regional Airport, MS",TUP,KTUP
"Tuscaloosa Regional Airport, AL",TCL,KTCL
"Tuscaloosa-Van De Graaf Airport, AL",TCL,KTCL
"Tutna Lake, AK",,
"Twentynine Palms Airport, CA",TNP,KTNP
"Twin Falls City County Airport, ID",TWF,KTWF
"Tyler-Pounds Field, TX",TYR,KTYR
"Udrivik Lake, AK",,
"Umiat Airport, AK",UMT,PAUM
"Umnak-Fort Glenn Army Airfield, AK",,
"Unalakleet Airport, AK",UNK,PAUN
"Unalaska Airport, AK",DUT,PADU
"Unalaska-Tom Madsen Airport, AK",DUT,PADU
"Uncertain, TX",,
"Union Springs-Franklin Field Airport, AL",,
"Upland-Cable Airport, CA",CCB,KCCB
USS Ronald Reagan,,
"Utica-Oneida County Airport, NY",UCA,KUCA
"Utqiagvik-Wiley Post/Will Rogers Memorial Airport, AK",BRW,PABR
"Uvalde-Garner Field, TX",UVA,KUVA
"Vail-Eagle County Airport, CO",EGE,KEGE
"Valdez Municipal Airport, AK",VDZ,PAVD
"Valparaiso-Eglin AFB, FL",VPS,KVPS
"Valparaiso-Porter County Airport, IN",VPZ,KVPZ
"Valparaiso-Wagner Field, FL",,
"Van Nuys Army Air Field, CA",VNY,KVNY
"Venetie Airport, AK",VEE,PAVE
"Venice Municipal Airport, FL",VNC,KVNC
"Vernal Airport, UT",VEL,KVEL
"Vichy AAF, MO",VIH,KVIH
"Vichy-Rolla National Airport, MO",VIH,KVIH
"Victoria County-Foster Airport, TX",VCT,KVCT
"Victoria Regional Airport, TX",VCT,KVCT
"Victorville Army Air Field, CA",VCV,KVCV
"Victorville-Southern California Logistics Airport, CA",VCV,KVCV
"Visalia Airport, CA",VIS,KVIS
"Waco Municipal Airport, TX",ACT,KACT
"Waimea-Kohala Airport, HI",MUE,PHMU
"Wainwright Airport, AK",AIN,PAWI
"Wakeman Airport, OH",,
"Wales Airport, AK",WAA,PAIW
"Walterboro Municipal Airport, SC",RBW,KRBW
"Warner Robins-Robins AFB, GA",WRB,KWRB
"Warrensburg-Whiteman AFB, MO",SZL,KSZL
"Warroad Airport, MN",RRT,KRAD
"Washington (unknown airport), DC",,
"Washington-Bolling AFB, DC",BOF,KBOF
"Washington-Dulles International Airport, DC",IAD,KIAD
"Washington-Hoover Field, DC",,
"Washington-National Airport, DC",DCA,KDCA
"Washington-Ronald Reagan National Airport, DC",DCA,KDCA
"Wasilla Airport, AK",WWA,PAWS
"Waterloo Airport, IA",ALO,KALO
"Watertown Airport, SD",ATY,KATY
"Waterville-Robert Lafleur Airport, ME",WVL,KWVL
"Wauchula Municipal Airport, FL",,KCHN
"Waukegan Memorial Airport, IL",UGN,KUGN
"Waukesha Airport, WI",UES,KUES
"Wausau-Central Wisconsin Airport, WI",CWA,KCWA
"Wellsville Municipal Airport, NY",ELZ,KELZ
"Wenatchee-Pangborn Field, WA",EAT,KEAT
"West Chester-Brandywine Airport, PA",OQN,KOQN
"West Kuparuk, AK",XPU,
"West Memphis Municipal Airport, AR",AWM,KAWM
"West Palm Beach International Airport, FL",PBI,KPBI
"West Palm Beach-Morrison AAF, FL",PBI,KPBI
"West Palm Beach-Morrison Field, FL",PBI,KPBI
"Westerly State Airport, RI",WST,KWST
"Westhampton-Suffolk County Airport, NY",FOK,KFOK
"Wheeler-Sack AAF, NY",,KGTB
"Wheeling-Ohio County Airport, WV",HLG,KHLG
"Wheeling-Palwaukee Airport, IL",PWK,KPWK
"Whidbey Island-Ault Field, WA",NUW,
"Whidbey Island-NAS, WA",NUW,
"White Plains-Westchester County Airport, NY",HPN,KHPN
"White River Airport, AZ",WTR,
"Wichita (unknown airport), KS",,
"Wichita Dwight D. Eisenhower National Airport, KS",ICT,KICT
"Wichita Falls-Kickapoo Airport, TX",KIP,KCWC
