Airport name,IATA code,ICAO code
"Recife International Airport, PE",REC,SBRF
"Recife-Guararapes International Airport, PE",REC,SBRF
"Resende Airport, RJ",REZ,SDRS
"Ribeirão Preto-Leite Lopes Airport, SP",RAO,SBRP
"Rio Branco Airport, AC",RBR,SBRB
"Rio Branco-Plácido de Castro International Airport, AC",RBR,SBRB
"Rio Branco-Presidente Médici Airport, AC",RBR,SBRB
"Rio de Contas-Rio de Contas Airport, BA",,SDLE
"Rio de Janeiro (unknown airport), RJ",,
Rio de Janeiro-Calabouço Seaplane Base,,
"Rio de Janeiro-Galeão International Airport, RJ",GIG,SBGL
"Rio de Janeiro-Jacarepaguá Airport, RJ",,SBJR
"Rio de Janeiro-Manguinhos Airport, RJ",,
"Rio de Janeiro-Santa Cruz Air Force Base, RJ",SNZ,SBSC
"Rio de Janeiro-Santos Dumont Airport, RJ",SDU,SBRJ
"Rio de Janeiro/Galeão-Antonio Carlos Jobim International Airport, RJ",GIG,SBGL
"Rio de Janiero-Afonsos Air Force Base, RJ",,SBAF
"Rio Negro, AM",,
"Rio Verde Airport, GO",RVD,SWLC
Rioja Airport,RIJ,SPJA
"Rondonópolis-Maestro Marinho Franco Airport, MT",ROO,SWRD
"Salvador-Deputado Luís Eduardo Magalhães International Airport, BA",SSA,SBSV
"Salvador-Dois de Julho International Airport, BA",SSA,SBSV
"Salvador-Santo Amaro do Ipitanga Airport, BA",SSA,SBSV
"Santa Cruz do Rio Pardo, SP",,
"Santa Cruz do Sul Airport, RS",CSU,SSSC
"Santa Isabel do Rio Negro, AM",,
"Santa Maria AB, RS",RIA,SBSM
"Santarém Airport, PA",STM,SBSN
"Santo Ângelo Airport, RS",GEL,SBNM
"Santos Air Base, SP",SSZ,SBST
"Santos Airport, SP",SSZ,SBST
"São Borja Airport, RS",QOJ,SSSB
"São Gabriel da Cachoeira Airport, AM",SJL,SBUA
"São João del Rei-Prefeito Octávio de Almeida Neves Airport,, MG",JDR,SNJR
"São José dos Campos Airport, SP",SJK,SBSJ
"São Lourenço Airport, MG",SSO,SNLO
"São Luís-Marechal Cunha Machado Airport, MA",SLZ,SBSL
"São Luís-Tirirical Airport, MA",SLZ,SBSL
"São Paulo (unknown airport), SP",,
"São Paulo-Campo de Marte Airport, SP",,SBMT
"São Paulo-Congonhas Airport, SP",CGH,SBSP
"São Paulo-Guarulhos International Airport, SP",GRU,SBGR
"São Paulo/Campinas-Viracopos International Airport, SP",VCP,SBKP
"Saquarema Airport, RJ",,SDSK
"Sena Madureira Airport, AC",ZMD,
"Senador José Porfírio-Wilma Rebelo Airfield, PA",,SNWR
"Sorocaba Airport, SP",SOD,SDCO
"Tabatinga Internacional Airport, AM",TBT,SBTT
"Taguatinga Airport, TO",QHN,SWTY
"Tapauá Airport, AM",,
"Tarauacá Airport, AC",TRQ,SBTK
"Tefé Airport, AM",TFF,SBTF
"Teresina-Senador Petrônio Portela Airport, PI",THE,SBTE
"Tucuma Airport, PA",TUZ,
"Tucurui Airport, PA",TUR,SBTU
"Uberaba Airport, MG",UBA,SBUR
"Uberlândia Airport, MG",UDI,SBUL
"Uberlândia-Eduardo Gomes Airport, MG",UDI,SBUL
"Varginha-Major Brigadeiro Trompowsky Airport, MG",VAG,SBVG
"Videira Airport, SC",VIA,SSVI
"Vilhena Airport, RO",BVH,SBVH
"Vitória da Conquista Airport, BA",VDC,SBQV
"Vitória-Goiabeiras Airport, ES",VIX,SBVT
"Tortola-Terrance B. Lettsome International Airport, Beef Island",EIS,TUPJ
Virgin Gorda Airport,VIJ,TUPW
Bandar Seri Begawan-Brunei International Airport,BWN,WBSB
Bourgas Airport,BOJ,LBBG
Gorna Orechovitsa Airport,GOZ,LBGO
Kozlovets,,
Sofia-Vrazhdebna Airport,SOF,LBSF
Svalenik Airstrip,,
Tervel Airstrip,,
Varna Airport,VAR,LBWN
Vidin Airport,VID,LBVD
Dori Airport,DOR,DFEE
Ouagadougou Airport,OUA,DFFD
Bujumbura International Airport,BJM,HBBA
Ban Lung-Ratanakiri Airport,RBE,VDRK
Battambang Airport,BBM,VDBG
Kâmpóng Chhnang Airport,KZC,VDKH
Kampot Airport,KMT,
Kompong Cham Airport,,VDKC
Kompong Thom Airport,KZK,
Phnom Penh-Pochentong Airport,PNH,VDPP
Siem Reap-Angkor Airport,REP,VDSR
Sihanoukville (Kompong Som) Airport,KOS,VDSV
Svay Rieng Airport,SVR,
Bafoussam Airport,BFX,FKKU
Douala Airport,DLA,FKKD
N'Gaoundéré Airport,NGE,FKKN
Yaoundé-Nsimalen International Airport,NSI,FKYS
Yaoundé-Ville Airport,YAO,FKKY
"Abbotsford Airport, BC",YXX,CYXX
"Aguanish River, QC",,
"Aklavik Airport, NT",LAK,CYKD
"Alert Airport, NU",YLT,CYLT
"Alliford Bay, BC",,
"Angling Lake/Wapekeka Airport, ON",YAX,
"Anticosti Island, QC",,
"Arctic Bay Airport, NU",YAB,CYAB
"Argentia NAS, NL",NWP,
"Babine Lake, BC",,
"Bagotville Airport, QC",YBG,CYBG
"Baie Comeau Airport, QC",YBC,CYBC
"Barrie-Orillia Lake Simcoe Airport, ON",YLK,CYLS
"Beaverlodge Lake, NT",,
"Bella Bella/Shearwater Water Aerodrome, BC",YSX,
"Bella Coola Airport, BC",QBC,CYBD
"Berbegamau Airstrip, QC",,
"Big Sand Lake Airport, MB",,
"Big Trout Airport, ON",YTL,CYTL
"Bissett Water Aerodrome, MB",,
"Blachford Lake, NT",,
"Bloodvein Airport, MB",YDV,CZTA
"Blue River Airport, BC",,CYCP
"Bolton Lake Airstrip, MB",,
"Bonaventure Airport, QC",YVB,CYVB
"Brevoort Island Airstrip, NU",,CWOB
"Brochet Airport, MB",YBT,CYBT
"Bromont Airport, QC",ZBM,CZBM
"Bronson Creek Airport, BC",YBM,
"Broughton Island Airport, NU",YVM,CYVM
"Buffalo Narrows Airport, SK",YVT,CYVT
"Calgary International Airport, AB",YYC,CYYC
"Calgary Municipal Airport, AB",YYC,CYYC
"Calgary-McCall Field, AB",YYC,CYYC
"Calgary/Springbank Airport, AB",,CYBW
"Cambridge Bay Airport, NU",YCB,CYCB
"Campbell River Airport, BC",YBL,CYBL
"Camrose Airport, AB",,
"Cape Dyer Airport, NU",YVN,CYVN
"Carat Lake, NU",,
"Cartwright Airport, NL",YRF,CYCA
"Casey, QC",,
"Chapleau Airport, ON",YLD,CYLD
"Charlottetown Airport, PE",YYG,CYYG
"Chibougamau/Chapais Airport, QC",YMT,CYMT
"Chicoutimi St Honoré Airport, QC",,CYRC
"Chisasibi Airport, QC",YKU,
"Churchill Airport, MB",YYQ,CYYQ
"Churchill Falls Airport, NL",ZUM,CZUM
"Cochenour, ON",,
"Colville Lake Airport, NT",YCK,CYVL
"Comox Airport, BC",YQQ,CYQQ
"Cookstown Airport, ON",,
"Cranbrook Airport, BC",YXC,CYXC
"Davis Inlet Airport, NL",YDI,
"Dawson City Airport, YT",YDA,CYDA
"Dawson Creek Airport, BC",YDQ,CYDQ
"Dease Lake Airport, BC",YDL,CYDL
"Deer Lake Airport, NL",YDF,CYDF
"Deer Lake Airport, ON",YVZ,CYVZ
"Deschambeault Lake, SK",,
"Diavik Airport, NT",DVK,
"Dryden Municipal Airport, ON",YHD,CYHD
"Dryden Regional Airport, ON",YHD,CYHD
"Eden Lake, BC",,
"Edmonton (unknown airport), AB",,
"Edmonton City Centre Airport, AB",YXD,CYXD
"Edmonton International Airport, AB",YEG,CYEG
"Edmonton Municipal Airport, AB",YXD,CYXD
"Edmonton Municipal Airport, AB",YXD,CYXD
"Edmonton-CFB, AB",YED,CYED
"Edmonton-Namao Field, AB",YED,CYED
"Edmonton/Cooking Lake Airport, AB",,
"Edmonton/Villeneuve Airport, AB",,CZVL
"Elk Island Airport, MB",,
"Ennadai Lake Airport, NU",,CWJC
"Esnagi Lake, ON",,
"Estevan Air Base, SK",,
"Fish Egg Inlet, BC",,
"Fond-du-Lac Airport, SK",ZFD,CZFD
"Fort Chipewyan Airport, AB",YPY,CYPY
"Fort Franklin Airport, NT",YWJ,CYWJ
"Fort Good Hope Airport, NT",YGH,CYGH
"Fort Hope Airport, ON",YFH,CYFH
"Fort Langley Airport, BC",,CBQ2
"Fort Mackay/Horizon Airport, AB",HZP,CYNR
"Fort McMurray Airport, AB",YMM,CYMM
"Fort Nelson Airport, BC",YYE,CYYE
"Fort Severn Airport, ON",YER,CYER
"Fort Simpson Airport, NT",YFS,CYFS
"Fort Smith Airport, NT",YSM,CYSM
"Fort St. John Airport, BC",YXJ,CYXJ
"Fort Vermilion Airport, AB",,
"Fox Harbour Airport, NS",,
"Fredericton Airport, NB",YFC,CYFC
"Frobisher Bay Airport, NU",YFB,CYFB
"Gander Airport, NL",YQX,CYQX
"Gander International Airport, NL",YQX,CYQX
"Gander-RCAF Station, NL",YQX,CYQX
"Gaspé Airport, QC",YGP,CYGP
"Gaspé-Metropolitan Area Airport, QC",YGP,CYGP
"George Lake, MB",,
"Gimli Airport, MB",YGM,GYGM
"Gods Lake Narrows Airport, MB",YGO,CYGO
"Gods River Airport, MB",ZGI,CZGI
"Goose (Otter Creek) Water Aerodrome, NL",,
"Goose Bay Airport, NL",YYR,CYYR
"Grande Prairie Airport, AB",YQU,CYQU
"Great Whale River RCAF Station, QC",,
"Greenwood Airport, NS",YZX,CYZX
"Grise Fiord Airport, NU",YGZ,CYGZ
"Guelph Airport, ON",,
"Hakai Pass Seaplane Base, BC",YHC,
"Halifax International Airport, NS",YHZ,CYHZ
"Halifax-Canadian Forces Base Shearwater, NS",YAW,CYAW
"Halifax-Shearwater Airport, NS",YAW,CYAW
"Halifax-Stanfield International Airport, NS",YHZ,CYHZ
"Hall Beach Airport, NU",YUX,CYUX
"Hamburg Aerodrome, AB",,
"Hamilton Airport, ON",YHM,CYHM
"Hamilton-John Munro International Airport, ON",YHM,CYHM
"Havre-Saint-Pierre Airport, QC",YGV,CYGV
"Hawk Junction Water Aerodrome, ON",,
"Hay River Airport, NT",YHY,CYHY
"Hidden Bay Airstrip, SK",,
"Hornepayne Airport, ON",YHN,CYHN
"Igloolik Airport, NU",YGT,CYGT
"Îles de la Madeleine Airport, QC",YGR,CYGR
"Inuvik/Mike Zubko Airport, NT",YEV,CYEV
"Iqaluit Airport, NU",YFB,CYFB
"Iqaluit-Frobisher Bay Airport, NU",YFB,CYFB
"Isachsen Airstrip, NU",,
"Island Lake/Garden Hill Airport, MB",YIV,CYIV
"Ivanhoe Lake, NT",,
"Jasper-Hinton Airport, AB",YJP,
"Jellicoe, ON",,
"Kamloops Airport, BC",YKA,CYKA
"Kangiqsualujjuaq Airport, QC",XGR,CYLU
"Kangiqsujuaq Airport, QC",YWB,CYKG
"Kapuskasing Airport, ON",YYU,CYYU
"Kasabonika Airport, ON",XKS,CYAQ
"Kasba Lake Airport, NT",YDU,
"Kasba Lake, NT",,
"Kattiniq/Donaldson Lake Airport, QC",YAU,
"Kelowna Airport, BC",YLW,CYLW
"Kemano Airport, BC",XKO,
"Kenora Airport, ON",YQK,CYQK
"Kenty Lake, QC",,
"Kildala, BC",,
"Kitchener-Waterloo Regional Airport, ON",YKF,CYKF
"Kitimat Airport, BC",,
"Knob Lake Airport, QC",,
"Komakuk Airport, NU",,CYAJ
"Kugluktuk Airport, NU",YCO,CYCO
"Kuujjuaq-Fort Chimo Airport, QC",YVP,CYVP
"Kuujjuarapik Airport, QC",YGW,CYGW
"La Grande Airport, QC",YGL,CYGL
"La Grande-LG-2 airstrip, QC",,
"La Grande-LG-3 airstrip, QC",,
"La Grande-LG-4 airstrip, QC",YAH,CYAH
"La Ronge Airport, SK",YVC,CYVC
"La Tabatière Airport, QC",ZLT,
"La Tuque Airport, QC",YLQ,CYLQ
"Lac Bienville, QC",,
"Lac Bondésir, QC",,
"Lac Brochet Airport, MB",XLB,CZWH
"Lac du Bonnet (North) SPB, MB",,
"Lac Jeannine, QC",,
"Lac La Biche Airport, AB",YLB,CYLB
"Lac Manitou, QC",,
"Lake de l'Avion, QC",,
"Lake Simcoe Regional Airport, ON",YLK,CYLS
"Lansdowne House Airport, ON",YLH,CYLH
"Lethbridge Airport, AB",YQL,CYQL
"Little Grand Rapids Airport, MB",ZGR,CZGR
"Lloydminster Airport, AB",YLL,CYLL
"Long Haul Lake, MB",,
"Lourdes-de-Blanc-Sablon Airport, QC",YBX,CYBX
"Lupin Airport, NT",YWO,CYWO
"Lutsel K'e Airport, NT",YSG,CYLK
"Lynn Lake Airport, MB",YYL,CYYL
"Malcolm Island Airport, SK",,
"Manning Airport, AB",,
"Maple Creek Airport, SK",,
"Margaree Airport, NS",,
"Markham Bay, NU",,
"Mary's Harbour Airport, NL",YMH,CYMH
"Masset Airport, BC",ZMT,CZMT
"Matagami Airport, QC",YNM,CYNM
"Mayo Airport, YT",YMA,CYMA
"Meadow Lake Airport, SK",YLJ,CYLJ
"Mingan Airport, QC",YLP,
"Moncton-Metropolitan Area Airport, NB",YQM,CYQM
"Moncton/Greater Moncton International Airport, NB",YQM,CYQM
"Mont-Joli Airport, QC",YYY,CYYY
"Montmagny Airport, QC",,
"Montreal (unknown airport), QC",,
"Montreal-Dorval International Airport, QC",YUL,CYUL
"Montreal-Mirabel International Airport, QC",YMX,CYMX
"Montreal-Pierre Elliott Trudeau International Airport, QC",YUL,CYUL
"Montreal-St. Hubert Airport, QC",YHU,CYHU
"Montréal/Boucherville Water Aerodrome, QC",,
"Moosonee Airport, ON",YMO,CYMO
"Muncho Lake-Mile 462 Water Aerodrome, BC",,
"Muskoka Airport, ON",YQA,CYQA
"Nain Airport, NL",YDP,CYDP
"Nakina Airport, ON",YQN,CYQN
"Nanisivik Airport, NU",YSR,CYSR
"Norman Wells Airport, NT",YVQ,CYVQ
"North Bay Airport, ON",YYB,CYYB
"Norway House Airport, MB",YNE,CYNE
"Oreway, QC",,
"Oshawa Municipal Airport, ON",YOO,CYOO
"Ottawa International Airport, ON",YOW,CYOW
"Ottawa RCAF Station, ON",YRO,CYRO
"Ottawa-Macdonald-Cartier International Airport, ON",YOW,CYOW
"Patricia Bay RCAF Station, BC",YYJ,CYYJ
"Paulatuk Airport, NT",YPC,CYPC
"Paungassi, MN",,
"Pelee Island, ON",,CYPT
"Pelly Bay-Dewline Site Airport, NU",YUF,CYUF
"Penticton Airport, BC",YYF,CYYF
"Petawawa Airport, ON",YWA,CYWA
"Peterborough Airport, ON",YPQ,CYPQ
"Pickle Lake Airport, ON",YPL,CYPL
"Pikangikum Airport, ON",YPM,CYPM
"Pinehouse Lake Airport, SK",ZPO,CZPO
"Points North Landing Airport, SK",YNL,CYNL
"Pond Inlet Airport, NU",YIO,CYIO
"Poplar Hill Airport, ON",YHP,
"Port Hardy Airport, BC",YZT,CYZT
"Port Hope Simpson Airport, NL",YHA,
"Port Menier Airport, QC",YPN,CYPN
"Port Radium, NT",,CYIX
"Portage La Prarie Airport, MB",YPG,CYPG
"Poste Montagnais Airport, QC",,
"Postville Airport, NL",YSO,
"Prince Albert Airport, SK",YPA,CYPA
"Prince George Airport, BC",YXS,CYXS
"Prince Rupert-Digby Island Airport, BC",YPR,CYPR
"Prince Rupert-Seal Cove Airport, BC",ZSW,CZSW
"Pruth Bay, BC",,
"Pukatawagan Airport, MB",XPK,ZCFG
"Puvirnituq Airport, QC",YPX,CYPX
"Quaqtaq Airport, QC",YQC,CUHA
"Quebec Airport, QC",YQB,CYQB
"Québec City Jean Lesage International Airport, QC",YQB,CYQB
"Rackla Airstrip, YT",,
"Rankin Inlet-Sherbrooke Airport, NU",YRT,CYRT
"Rapid Lake, QC",,
"Rea Point Airfield, NT",YOX,CYOX
"Red Lake Airport, ON",YRL,CYRL
"Regina Airport, SK",YQR,CYQR
"Resolute Airport, NU",YRB,CYRB
"Rimouski Airport, QC",YXK,CYXK
"Rivers Airport, MB",YYI,
"Rivers RCAF Station, MB",YYI,
"Rivière-au-Saumon, QC",,
"Rivière-du-Loup Airport, QC",YRI,CYRI
"Roberval Airport, QC",YRJ,CYRJ
"Rockcliffe RCAF Station, ON",YRO,CYRO
"Ross River Airport, YT",XRR,CYDM
"Round Lake Airport, ON",ZRJ,CZRJ
"Rouyn Airport, QC",YUY,CYUY
"Sachigo Lake Airport, ON",ZPB,CZPB
"Sachs Harbour Airport, NT",YSY,CYSY
"Saint Jean Airport, QC",YJN,CYJN
"Saint John Airport, NB",YSJ,CYSJ
"Saint-Augustin Airport, QC",YIF,CYIF
"Saint-Esprit Aerodrome, QC",,
"Saint-Frédéric Airport, QC",,
"Saint-Georges Aerodrome, QC",,CYSG
"Saint-Honoré Airport, QC",YRC,
"Saint-Michel-des-Saints/Lac Kaiagamac Water Aerodrome, QC",,
"Salluit Airport, QC",YZG,CYZG
"Sandspit Airport, BC",YZP,CYZP
"Sandy Bay Airport, SK",,
"Sandy Beach Lodge, ON",,
"Sandy Lake Airport, ON",ZSJ,CZSJ
"Sanikiluaq Airport, NU",YSK,CYSK
"Sarcpa Lake Airstrip, NU",,
"Saskatoon Airport, SK",YXE,CYXE
"Sault Ste. Marie Airport, ON",YAM,CYAM
"Schaft Creek Airstrip, BC",,
"Schefferville/Squaw Lake Water Aerodrome, QC",,
"Scott Lake Lodge, SK",,
"Sechelt Airport, BC",YHS,
"Sept-Îles Airport, QC",YZV,CYZV
"Shamattawa Airport, MB",ZTM,CZTM
"Sherrard Bay Airstrip, NU",,
"Simpson Lake Airstrip, NU",,
"Sioux Lookout Airport, ON",YXL,CYXL
"Slave Lake Airport, AB",YZH,CYZH
"Smithers Airport, BC",YYD,CYYD
"Snegamook Lake, NL",,
"Snow Lake Airport, MB",,
"Spence Bay Airport, NU",YYH,CYYH
"St. Anthony Airport, NL",YAY,CYAY
"St. Catharines Airport, ON",YCM,CYSN
"St. John's Airport, NL",YYT,CYYT
"Ste Thérèse Point Airport, MB",YST,CYST
"Stephenville Air Base, NL",YJT,CYJT
"Stephenville Airport, NL",YJT,CYJT
"Stephenville International Airport, NL",YJT,CYJT
"Stephenville-Ernest Harmon AFB, NL",YJT,CYJT
"Stony Rapids Airport, SK",YSF,CYSF
"Sturdee Airport, BC",YTC,
"Sudbury Airport, ON",YSB,CYSB
"Summer Beaver Airport, ON",SUR,
"Summerside Airport, PE",YSU,CYSU
"Sydney Airport, NS",YQY,CYQY
"Tasu Airport, BC",YTU,
"Terrace Airport, BC",YXT,CYXT
"Terrace Bay Airport, ON",YTJ,
"Teslin Airport, YT",YZW,CYZW
"The Pas/Grace Lake Airport, MB",YQD,CYQD
"Thistle Lake, NT",,
"Thompson Airport, MB",YTH,CYTH
"Thor Lake, NT",,
"Thunder Bay Airport, ON",YQT,CYQT
"Timmins Airport, ON",YTS,CYTS
"Timmins/Porcupine Lake Water Aerodrome, ON",,
"Tofino Airport, BC",YAZ,CYAZ
"Tofino SPB, BC",YTP,
"Toronto City Airport, ON",YTZ,CYTZ
"Toronto City-Billy Bishop Airport, ON",YTZ,CYTZ
"Toronto International Airport, ON",YYZ,CYYZ
"Toronto Island Airport, ON",YTZ,CYTZ
"Toronto-Buttonville Airport, ON",YKZ,CYKZ
"Toronto-Downsview Airport, ON",YZD,CYZD
"Toronto-Malton Airport, ON",YYZ,CYYZ
"Toronto-Pearson International Airport, ON",YYZ,CYYZ
"Trenton Canadian Forces Base, ON",YTR,CYTR
"Triumph Bay, BC",,
"Trout Lake, NT",,
"Tuktoyaktuk Airport, NT",YUB,CYUB
"Tulita Airport, NT",ZFN,CZFN
"Twin Falls, NL",,
"Ulu mine strip, NT",,
"Umiujaq Airport, QC",YUD,CYMU
"Uranium City Airport, SK",YBE,CYBE
"Val-dOr Airport, QC",YVO,CYVO
"Valleyview Airport, AB",,
"Vancouver (unknown airport), BC",,
"Vancouver International Airport, BC",YVR,CYVR
"Vancouver International Water Airport, BC",,
"Vancouver RCAF Station, BC",YVR,CYVR
"Vancouver-Coal Harbour SPB, BC",CXH,CYHC
"Vernon Airport, BC",YVE,CYVK
"Victoria Harbour, BC",,
"Victoria International Airport, BC",YYJ,CYYJ
"Victoria-Patricia Bay Airport, BC",YYJ,CYYJ
"Wabush Airport, NL",YWK,CYWK
"Waskaganish Airport, QC",YKQ,CYKQ
Watson Lake Airport,YQH,CYQH
"Webequie Airport, ON",YWP,CYWP
"Whatì/Lac La Martre Airport, NT",YLE,
"Whitehorse Airport, YT",YXY,CYXY
"Williams Lake Airport, BC",YWL,CYWL
"Windsor Airport, ON",YQG,CYQG
"Winisk Airport, ON",YWN,
"Winnipeg International Airport, MB",YWG,CYWG
"Winnipeg-James Armstrong Richardson International Airport, MB",YWG,CYWG
"Winnipeg-Stevenson Aerodrome, MB",YWG,CYWG
"Winnipeg/St. Andrews Airport, MB",,CYAV
"Wollaston Lake Airport, SK",ZWL,CZWL
"Wunnummin Lake Airport, ON",WNN,
"Yalowega Lake Ice Strip, SK",,
"Yarmouth Airport, NS",YQI,CYQI
"Yellowknife Airport, NT",YZF,CYZF
"Yellowknife Waterdrome, NT",,
"York Landing Airport, MB",ZAC,CZAC
Praia-Francisco Mendes Airport,RAI,GVFM
Sal-Amilcar Cabral International Airport,SID,GVAC
Santo Antão Airport,NTO,GVAN
São Filipe Airport,SFL,GVSF
São Nicolau-Preguica Airport,SNE,GVSN
São Vicente-San Pedro Airport,VXE,GVSV
Grand Cayman Island-Owen Roberts International Airport,GCM,MWCR
Bangui Airport,BGF,FEFF
Berbérati Airport,BBT,FEFT
Bouar Airport,BOP,FEFO
Obo-AIM Airfield,,
Abéché Airport,AEH,FTTC
Faya Airport,FYT,FTTY
Fort Lamy Airport,NDJ,FTTJ
Fort-Archambault Airport,SRH,FTTH
Kome,,
Lac Lérè,,
Moundou Airport,MQQ,FTTD
N'Djamena Airport,NDJ,FTTJ
Antofagasta-Cerro Moreno Airport,ANF,SCFA
Arica-Chacalluta Airport,ARI,SCAR
Ayacara Airport,,SCAY
Balmaceda-Teniente Vidal Airport,BBA,SCBA
Calama-El Loa Airport,CJC,SCCF
Caldera Airport,,SCCL
Cerro Sombrero Airport,SMB,SCSB
Chaiten Airport,WCH,SCTN
Cochrane Airport,LGR,SHCR
Concepción-Carriel Sur Airport,CCP,SCIE
Copiapó-Chamonate Airport,CPO,SCHA
Coyhaique-Ten. Vidal Airport,GXQ,SCCY
Iquique-Cavancha Airport,IQQ,SCDA
Iquique-Chucumata Airport,IQQ,SCDA
Isla Robinsón Crusoe Airport,,SCIR
La Junta Airport,,SCLJ
La Serena-La Florida Airport,LSC,SCSE
Los Ángeles-María Dolores Airport,LSQ,SCGE
Los Pelambres Airport,,SCNK
Melinka Airport,,SCMK
Ovalle Airport,OVL,SCOV
Porvenir-Capitán Fuentes Martínez Airport,WPR,SCFM
Puerto Aysen Airport,WPA,SCAS
Puerto Montt-Marcel Marchant Airport,,SCPF
Puerto Montt-Tepual Airport,PMC,SCTE
Puerto Williams Airport,WPU,SCGZ
Punta Arenas-Carlos Ibañez Airport,PUQ,SCCI
Quintero Air Base,QTR,SCUO
Rancagua-de la Independencia Air Base,QRC,SCRG
San Felipe-Víctor Lafón Airport,SSD,SCSF
Santiago (unknown airport),,
Santiago-Arturo Merino Benitez Airport,SCL,SCEL
Santiago-Los Cerrillos Airport,ULC,SCTI
Santiago-Pudahuel Airport,SCL,SCEL
Segundo Corral Airport,,SCSR
Temuco Maquehue Airport,PZS,SCTC
Vallenar Airport,VLR,SCLL
Villa O'Higgins Airport,,SCOH
Viña del Mar Airport,KNA,SCVM
Baotou Airport,BAV,ZBOW
Beijing Xijiao Airport,,ZBBB
Beijing-Capital International Airport,PEK,ZBAA
Beijing-Nanyuan Airport,NAY,ZBNY
Changchun Airport,CGQ,ZYRD
Changhai Airport,CNI,ZYCH
Changsha-Huanghua Airport,CSX,ZGHA
Changzhou Airport,CZX,ZSCG
Chanyi Airport,,
Chengdu Airport,CTU,ZUUU
Chengkung Airfield,,
Chihchiang Air Base,,
Chinkiang Air Base,,
Chongqing Baishiyi Air Base,,
Chongqing Baishiyi Airport,,
Chongqing-Jiangbei International Airport,CKG,ZUCK
Dalian Airport,DLC,ZYTL
Enshi Airport,ENH,ZHES
Fuzhou Changle International Airport,FOC,ZSFZ
Fuzhou Yixu Air Base,,
Fuzhou Yixu Airport,FOC,ZSFZ
Ganzhou Airport,KOW,ZSGZ
Guangzhou Airport,CAN,ZGGG
Guangzhou Baiyun International Airport,CAN,ZGGG
Guangzhou-Baiyun Airport,CAN,ZGGG
Guilin-Qifengling Airport,KWL,ZGKL
Guiyang Airport,KWE,ZUGY
Haikou Airport,HAK,ZGHK
Hami Airport,HMI,ZWHM
Hangzhou Airport,HGH,ZSHC
Hankou,,
Harbin-Taiping International Airport,HRB,ZYHB
Harbin-Yanjiagang Airport,HRB,ZYHB
Hotan Airport,HTN,ZWTN
Hsian Airfield,SIA,ZLXG
Hsinching Airfield (A-1),,ZUXJ
Huai'an-Lianshui Airport,HIA,ZSSH
Huaihua Zhijiang Airport,HJJ,ZGCJ
Jinan Airport,TNA,ZSTN
Jinshan City Beach Seaplane Base,,
Kienow Airfield,,
Korla Airport,KRL,ZWKL
Kunming-Wujiaba Airfield,KMG,ZPPP
Kwanghan Airfield (A-3),,
Lanzhou Airport,LHW,ZLLL
Lanzhou-Zhongchuan Airport,LHW,ZLLL
Liangcheng,,ZBSZ
Liangping Airport,LIA,ZULP
Liangshan Airfield,LIA,ZULP
Linfen Air Base,,
Luliang Airstrip,,
Mangshi,,ZPMS
Mengzi Airport,,
Mukden Airport,SHE,ZYTK
Nanchang Changbei International Airport,KHN,ZSCN
Nanchang Xiangtang Airport,,
Nanjing Dajiaochang Airport,NKG,ZSNJ
Nanning Airport,NNG,ZGNN
Ningbo Airport,NGB,ZSNB
Peiping,,
Peishiyi Airfield,,
Port Artur,,
Qingdao Airport,TAO,ZSQD
Qinhuangdao Shanhaiguan Airport,SHP,ZBSH
Qionghai Bo'ao Airport,BAR,ZJQH
Shanghai (unknown airport),,
Shanghai-Hongqiao Airport,SHA,ZSSS
Shanghai-Jiangwan Airport,,
Shanghai-Pudong International Airport,PVG,ZSPD
Shanghai/Longhua,,ZSSL
Shenyang Airport,SHE,ZYTK
Shenyang-Taoxian International Airport,SHE,ZYTX
Shenzhen-Huangtian Airport,SZX,ZGSZ
Shijiazhuang-Daguocun Airport,SJW,ZBSJ
Sichang,,
Suichwan Airfield,,
Suifu,,
Taiyuan Airport,TYN,ZBYN
Tchiehtu,,
Tengchung,,
Ti-hua,,
Tihwa Airport,URC,ZWWW
Urumqi Airport,URC,ZWWW
Wenzhou Yongqiang Airport,WNZ,ZSWZ
Wuhan Tianhe International Airport,WUH,ZHHH
Xiamen Airport,XMN,ZSAM
Xian-Xianyang International Airport,XIY,ZLXY
Xian-Xiguan Airport,SIA,ZLXG
Xichang Airport,XIC,ZUXC
Yan'an Ershilipu Airport,ENY,ZLYA
Yangkai Airfield,,
Yangzhou Taizhou International Airport,YTY,ZSYA
Yichun Lindu Airport,LDS,ZYLD
Yinchuan Airport,JIC,ZLIC
Yiwu Airport,YIW,ZSYW
Yulin Airport,UYN,ZLYL
Yunnanyi Airport,,
Zhanjiang Airport,ZHA,ZGNU
Zhengzhou Air Base,,
Zhengzhou-Xinzheng International Airport,CGO,ZHCC
Zhuhai Airport,ZUH,ZGUH
Acaricuara Airport,ARF,
Aguazul Airport,,
Apiay Airport,API,SKAP
Apiay-Captain Luis F. Gómez Niño Air Base,API,SKAP
Araracuara Airport,ACR,SKAC
Arauca-Santiago Pérez Airport,AUC,SKUC
Arica Airport,ACM,
Armenia-El Edén Airport,AXM,SKAR
Bahía Solano-José Celestino Mutis Airport,BSC,SKBS
Barrancabermeja-Yariguíes Airport,EJA,SKEJ
Barrancominas Airport,NBB,
